id;zona;kids_r;prop_r;resid;age;inc_r;persh;inc_b;prop_b;kids_b;var_0001;var_0002;var_0003;var_0004;var_0005;var_0006;var_0007;var_0008;var_0009;var_0010;var_0011;var_0012
56866;3;40,23622046;80,15484942;12;59,37156215;32147,26765;2,7;33000;61,8902439;25,6097561;0;0;1;0;0;0;1;0;0;0;1;0
51416;1;48,68562622;82,91810634;15;54,65927518;90300,34861;2,9;57386,36364;86,41304348;27,17391304;0;1;0;0;1;0;1;0;0;0;0;0
17494;2;17,82954246;5,1447733;2,7;48,86981869;12858,82388;1;46250;46,66666667;35,23809524;0;0;1;0;0;0;0;0;0;0;0;1
23539;2;60,62654228;78,60713254;5,5;43,87667237;80062,83581;4,2;89882,14644;80,16578749;41,6729465;0;1;0;1;1;1;1;0;0;0;1;0
42608;4;40,85026544;56,51325524;6,95;45,40713652;26560,68322;2;34322,0339;57,2327044;35,22012579;0;0;1;0;0;0;0;0;0;0;0;0
32798;4;70,43582434;89,0116874;15;47,09129943;108526,0982;3,8;84267,24138;96,39498433;45,61128527;0;0;0;0;0;0;0;0;0;0;0;0
52830;4;55,04671804;7,26473654;1,815714286;27,67707546;30548,97269;1,4;33704,81928;1;73,94957983;0;1;0;0;0;0;0;0;0;0;0;0
28907;3;41,50370718;69,62175928;2,626373626;39,8998612;45213,54375;2;61016,94915;76,4957265;44,87179487;0;0;0;0;1;0;0;0;0;0;0;0
57061;2;60,62638964;93,51873538;8,486666667;58,37004755;79697,38454;1,7;71074,87923;93,25966851;38,89502762;0;0;0;0;0;0;0;0;0;0;1;0
56524;4;38,75276116;85,76782774;7,833333333;47,9969323;65811,62455;1,6;48003,59712;86,4698647;47,10947109;0;0;0;0;1;0;1;0;0;0;0;0
27196;5;31,46516716;59,22691566;10,75;42,72485232;25371,87962;2,2;31136,36364;51,83727034;51,18110236;0;1;0;1;0;1;1;0;0;0;0;0
43319;5;71,6452873;87,36145554;6,3;38,60674511;116766,2674;3,2;117540,3226;94,66119097;60,98562628;0;1;0;1;0;0;0;0;0;0;0;0
42732;4;18,86328862;85,05852396;19;52,52978194;75987,51919;3,3;93788,34356;90,98805646;35,39630836;0;0;1;0;0;0;0;0;0;0;1;0
23306;1;19,25457386;83,5535708;20,4;47,35118911;59223,71245;3,4;47105,26316;85,4679803;55,17241379;0;0;0;0;0;0;1;0;0;0;1;1
46723;1;32,16953102;86,58740886;13,7;59,7879399;46506,76946;2;45384,61539;84,3220339;40,6779661;0;0;0;0;1;0;1;0;0;0;0;0
24784;1;25,1774735;85,12297338;8;62,40665746;44836,12905;2;32111,11111;64,03743316;15,37433155;0;0;0;0;1;0;1;0;0;0;0;0
47553;4;22,76038112;81,9944971;8;51,54523968;66903,32138;2,4;124202,9756;90,04111466;55,96162631;0;0;0;0;0;0;0;0;0;0;0;0
58338;3;26,90131612;67,1710004;9,75;42,71848234;42413,32272;2,5;33278,68853;64,64891041;16,94915254;0;0;0;0;0;0;0;0;0;0;0;0
42477;2;34,86562236;90,81878272;6,685714286;45,59720838;72832,0443;2,6;60795,45455;76,47690655;36,62728249;0;1;0;1;0;1;0;0;0;0;0;1
33299;4;28,32628022;89,05518172;4,24;54,23966669;58527,86722;2,4;45691,48936;65,58988764;40,73033708;0;0;0;0;1;0;0;0;0;0;0;0
24869;5;25,25738838;78,13045924;12,47474748;62,79854236;49750,54707;1,4;51428,57143;71,50943396;26,03773585;0;0;0;0;1;0;1;0;0;0;0;0
40449;4;50,00832626;93,8866449;16,71111111;56,6572704;112995,9201;2,8;105750;97,92207792;40,77922078;0;0;0;0;0;0;0;0;0;0;1;0
17161;3;18,22030844;88,0346477;18;68,4250557;125048,9763;3;52222,22222;96,66666667;33,7037037;0;0;0;0;0;0;0;0;0;0;1;0
30117;5;56,76999808;17,69707274;5,630769231;51,86321516;18429,90806;1,9;22000;29,7029703;32,17821782;0;1;0;0;0;0;0;0;0;0;0;0
26997;4;57,8784205;89,6907557;11,28571429;51,97606669;141591,3201;3;89198,11321;83,8116262;45,62178072;0;0;0;0;0;0;1;0;0;0;0;0
24895;5;41,26713484;51,98720268;11,66666667;50,98497001;38529,66507;2,6;40270,27027;46,48829431;47,32441472;1;0;1;0;0;0;0;0;0;1;0;0
16106;1;25,54336426;86,1354532;10;48,67950774;42018,04469;2;39800;78,83211679;32,48175182;0;0;1;0;0;0;0;0;0;0;0;0
2590;5;26,53474758;48,60343664;11,1;63,37501038;48721,68332;1,7;49752,74725;28,21869489;28,39506173;0;0;0;0;0;0;0;0;1;0;0;0
58512;4;30,0333334;69,23457084;1,706766917;39,4263192;43692,46655;1,6;47736,63453;70,42538088;40,6760225;0;0;0;0;0;0;1;0;0;0;0;1
40950;2;51,30546916;82,07434308;12,1;53,00235154;46526,86197;4;56508,51582;82,06286127;32,64089595;0;0;0;0;0;0;0;0;0;0;0;0
16506;5;44,12637934;74,2345475;14;52,37668708;31312,92018;1;37719,78022;51,04408353;31,55452436;0;0;0;0;1;0;0;0;0;0;0;0
40687;4;43,44823458;85,70626772;11,41218638;50,24058124;53938,9412;2,2;63780,12048;92,00940071;35,01762632;0;1;0;0;0;1;0;0;0;0;1;0
23792;3;25,13496212;14,39331716;3,4;62,11497819;53787,16976;2;55272,51185;49,39759036;44,97991968;0;0;0;0;0;0;0;0;0;0;0;1
24775;2;48,37215278;78,32540284;8,49122807;48,67622426;32583,95656;2;35931,67702;54,68113976;54,68113976;0;0;0;0;0;0;1;0;0;0;0;0
49083;2;96,63807466;83,0840589;10;42,8744875;68044,04269;4,1;54944,02985;63,15789474;22,323049;0;1;0;1;0;1;1;0;0;0;0;0
20958;5;23,28804554;88,55855694;19,1;62,0221818;99567,8352;2;65086,2069;90,81395349;27,55813953;0;0;0;0;0;0;0;0;0;0;1;0
50317;3;23,28927242;87,27506518;18,53265306;58,56477013;36689,95441;1,7;38965,51724;46,23655914;25,80645161;0;1;1;0;0;1;1;0;0;0;0;0
31703;3;18,52586386;11,41876534;3,68;49,38490657;27694,67218;1;50326,79739;3,93258427;32,16292135;0;1;0;0;0;0;0;0;0;0;0;0
35793;5;15,04970148;46,158282;8,95;61,97511908;59138,51033;1,2;59408,60215;30,97560976;16,95121951;0;0;0;0;0;0;0;0;0;0;0;1
29385;2;28,98303654;91,39620856;5,833333333;69,72333721;96422,56293;2;95558,73926;93,0626927;44,55292909;0;0;0;0;0;0;0;0;0;0;0;0
44968;3;17,69141566;69,07351832;9,7;53,63749631;26067,9042;1,7;44837,66234;50,08264463;23,63636364;0;0;0;1;1;0;0;0;0;0;0;0
56316;3;38,89369262;94,86618608;10,85714286;50,55480778;81341,80135;1,7;86554,62185;83,46883469;39,56639566;0;0;0;0;0;1;0;0;0;0;0;0
40755;4;72,06830784;90,51008884;8;48,66728689;115346,0384;3;116271,8205;78,87763055;49,02572097;0;0;0;1;0;0;0;0;0;0;1;0
29412;2;17,57598428;78,41016604;10,1;52,21840831;35519,61859;1;56544,50262;74,83069977;36,45598194;0;0;0;0;0;0;0;0;0;0;0;0
36536;2;18,80256752;88,46024774;7,5;56,73188659;104078,3374;2;109639,8305;94,34324065;51,58197507;0;0;1;0;0;0;0;0;0;0;0;0
23958;5;63,22505302;88,23983484;10,83333333;47,62165468;71613,76298;4;81805,55556;87,59493671;47,84810127;0;0;0;0;0;0;0;0;0;0;0;1
23116;5;71,39775704;90,7990494;9,541666667;52,46581941;66694,00761;2;41809,21053;73,83015598;46,27383016;0;0;1;0;0;0;0;0;0;0;1;0
20144;3;45,65411004;67,89454526;5,616666667;44,92903393;13276,00464;2;20138,88889;44,49339207;42,2907489;0;0;0;0;0;0;0;0;0;0;1;0
12926;2;37,68464588;77,46737762;6,666666667;44,79697735;21685,42112;2;41477,27273;84,375;30,20833333;0;1;0;0;0;0;1;0;0;0;0;0
40435;2;51,28674926;86,66293316;11,33333333;60,79865432;148290,6791;2,8;149793,3884;93,86106624;35,37964459;0;0;0;1;1;0;1;0;0;0;1;0
12287;1;35,2940012;84,8358402;17,53333333;61,3554762;21349,49501;1,6;34628,57143;84,94868871;32,72519954;0;0;0;0;0;0;1;0;0;0;0;0
11690;4;18,64853682;69,65974146;4,7;35,63420577;28868,78119;3;44756,35593;75,580222;34,71241171;0;1;0;1;0;0;0;0;0;0;0;1
52537;4;14,66639014;91,52515878;9,8;82,75991329;22467,2395;1;52987,80488;84,33981576;21,69907881;0;0;0;0;0;0;0;0;0;0;0;0
10118;3;43,46048044;59,89719974;3,433333333;44,02557233;50952,5514;1,7;41224,4898;57,06650831;45,01187648;0;0;0;0;1;0;0;0;0;0;0;0
37412;2;37,68464588;77,46737762;6,666666667;44,79697735;21685,42112;2;41477,27273;84,375;30,20833333;0;1;0;0;0;0;1;0;0;0;0;0
52005;4;7,84883721;93,60465116;4,4;69,46969697;46666,66667;1,88662791;46666,66667;93,60465116;7,84883721;0;0;0;0;1;0;0;0;0;0;0;0
54004;5;58,9459642;72,85901112;7,571428572;40,72794446;31236,44901;1;27613,63636;57,60517799;57,60517799;0;1;0;0;0;0;0;0;0;0;0;0
50518;1;21,1683678;86,3178767;20,5;39,10254115;41814,87935;5;40380,18433;76,09353508;33,6176066;0;0;1;0;0;0;0;0;0;0;0;0
57408;5;26,74465676;56,69638734;13;51,23848231;43376,69275;1,8;27028,98551;40;39,03225806;0;1;1;0;0;1;0;0;0;0;0;0
17799;5;58,23592962;90,70682938;13,71428571;56,21506957;73121,57764;3,6;124615,3846;81,86813187;45,32967033;0;0;0;0;0;0;0;0;0;0;0;0
34307;5;26,52742166;80,65727886;11;47,12804911;52055,50611;2;45525,91463;73,69730907;25,46274693;0;0;0;0;0;0;1;0;0;0;0;1
30104;5;42,77328148;65,78419418;13,35416667;54,6420347;55682,12199;3;40700;49,2211838;38,31775701;0;0;1;0;0;0;0;0;0;0;0;0
26209;4;27,34538326;89,09335186;13,75;69,83973013;68007,8203;2;102439,0244;90,37037037;51,11111111;0;0;0;0;0;0;0;0;0;0;0;0
8647;4;39,538505;82,30815492;10,325;56,6365238;57138,35805;2;58435,58282;88,1305638;47,77448071;0;0;0;1;1;1;1;0;0;0;0;0
17508;1;64,48483282;89,42289424;6,8;49,60314144;34615,49933;2,5;40850,78534;72,87844037;37,0412844;0;0;0;0;0;0;1;0;0;0;0;0
13251;3;20,37453006;67,8180535;11,16666667;52,91676301;32351,94409;1;41366,27907;70,47619048;37,33333333;0;0;0;0;0;0;0;0;0;0;0;0
46778;1;35,84183874;80,95631064;20,25;60,15193441;28692,66713;1;35892,85714;84,03041825;31,55893536;0;0;0;0;0;1;0;1;0;0;0;0
30675;2;40,8081065;99,842152;12;60,22736981;54496,42653;2;46531,25;89,8488121;31,10151188;0;0;0;0;0;1;0;0;0;0;0;0
32689;4;20,37637266;4,82005426;14,9;62,19485571;36273,59683;2;53766,02564;55,02121641;28,99575672;0;0;0;0;0;0;0;0;0;0;0;1
52162;2;31,24803098;23,78061572;8,25;49,43220781;21687,4693;1;50390,625;50,07215007;31,45743146;0;0;0;0;0;0;0;0;0;0;0;0
51823;1;25,0803638;87,21567636;10;76,12668812;26931,78658;1,2;31875;65,59405941;17,07920792;0;0;0;0;0;0;1;0;0;0;0;0
7006;4;35,85312508;80,42024938;7,8;37,34215296;47875,91844;2,7;47857,14286;59,94318182;25,85227273;0;0;0;0;0;0;1;0;0;0;0;0
42160;1;10,55080578;94,8299257;12,16666667;67,76389009;67204,08029;2;36836,73469;90,25641026;18,58974359;0;0;0;0;1;0;0;0;0;0;0;0
52055;4;16,46335474;83,44458976;20,35;74,52889797;18330,51111;2;30833,33333;74,19354839;30,64516129;0;0;0;0;0;0;0;0;0;0;0;0
3743;4;30,56807214;89,24385656;20,45;62,65492774;47996,07211;2,6;63081,39535;82,97297297;21,62162162;0;0;0;0;0;0;0;0;0;0;0;0
11166;2;61,4986823;81,1918073;8,131868132;45,36177945;58651,57264;3;37696,62921;57,98122066;23,12206573;0;1;0;0;0;0;1;0;0;0;1;0
20196;3;29,3926742;37,9288293;7,5;51,49923348;9290,016869;1,6;18520,40816;38,46153846;41,11405836;1;0;1;1;1;1;0;1;1;1;0;0
49469;1;26,63484792;83,79059712;6,3;57,09175788;38497,5009;1,4;33000;58,17490494;29,84790875;0;0;0;1;0;0;1;0;0;0;0;0
24282;4;22,09817352;82,34418914;12,3;55,4817184;55653,32113;2;69296,875;86,37168142;38,5840708;0;1;0;0;0;0;0;0;0;0;0;0
19522;4;30,15434704;84,14442352;10,5;60,28716314;115889,0466;2,5;45550,84746;72,20216606;42,59927798;0;0;0;0;0;0;0;0;0;0;0;0
24820;2;19,97401482;89,7994044;18,7;47,37846041;91130,85755;4,8;40841,78499;69,13507109;28,60189573;0;1;0;1;0;1;0;0;0;0;1;0
36298;5;33,80336674;87,62843932;15,1;53,65396648;110884,9765;2,3;71527,77778;87,87061995;49,32614555;0;0;0;0;0;1;0;0;0;0;0;1
24338;3;23,03624892;82,65046366;8,6;59,52095713;30227,64203;2,6;40657,89474;75,65055762;18,02973978;0;0;1;0;0;0;0;0;0;0;0;0
22241;3;41,50732904;71,47885254;9,666666667;44,65207379;31255,55572;2,8;52569,16996;74,9452954;53,61050328;0;0;0;0;1;1;0;0;0;0;0;0
40474;2;33,24908788;86,57624624;5,5;45,73122608;158921,4742;2,8;151143,1197;71,24485597;43,10699588;0;0;0;0;1;0;0;0;0;0;0;0
1516;4;48,39501232;88,35758802;10,2;49,18767167;66396,01116;2;86875;72,81399046;38,6327504;0;1;0;0;0;0;1;0;0;0;0;0
12332;1;15,5350434;74,8192583;4,25;42,6713453;23825,4346;2,3;28934,42623;85,59322034;33,41404358;0;0;0;0;0;0;1;0;0;0;0;0
17355;1;83,95278374;73,88196402;17,5;62,66004054;29870,49887;3;47448,45361;88,86075949;24,55696203;0;0;0;0;0;0;1;0;0;0;0;0
24235;4;29,4455829;78,19799668;5,663636364;53,19946917;67271,44037;1,4;42096,77419;77,74566474;19,21965318;0;0;0;0;0;0;0;0;0;0;0;0
619;5;21,41883074;26,35702972;4,257142857;47,4898976;36143,16949;1;46152,17391;39,61352657;29,62962963;0;0;0;0;0;0;0;0;0;0;0;1
27021;5;34,05673284;4,9054793;3,16;45,66332509;21256,81184;1,3;40142,85714;22,88629738;29,88338192;0;0;0;0;0;0;0;0;0;0;0;0
2517;5;56,5050709;91,15994856;11,5;63,07089673;61671,70133;2,5;52777,77778;22,19251337;28,34224599;0;1;0;0;0;0;1;0;1;0;0;0
54643;2;31,27505742;82,90613586;12,83333333;58,45750124;46198,03826;2;43511,90476;76,2925599;36,31778058;0;0;0;0;1;0;0;0;0;0;0;0
16080;3;16,08817862;88,83627704;20,33333333;56,65219571;13043,65865;2;35108,69565;52,57142857;25,9047619;0;0;0;0;0;0;1;0;0;0;0;0
7516;1;46,32684344;71,91979206;6,25;45,31561204;32448,23964;2,7;36356,38298;76,81498829;39,3442623;0;1;0;1;0;0;0;0;0;0;0;0
23123;5;18,01068284;83,07236088;12,33333333;56,47906923;67929,14721;2,3;68311,40351;82,81690141;39,15492958;0;0;0;0;0;0;0;0;0;0;0;0
2472;4;20,19970152;82,43080724;18;63,31707439;63336,30854;2;70238,09524;96,28571429;39,71428571;0;1;1;0;0;0;0;0;0;0;0;0
28540;4;53,53055168;91,773189;12,5;53,29664974;147625,507;3,8;123104,2654;93,21266968;51,58371041;0;1;0;0;1;1;0;0;0;0;1;0
37732;4;27,21163456;89,03769904;10,8;53,82247051;75920,80211;2,1;62801,20482;86,63484487;33,17422434;0;1;0;0;0;0;0;0;0;0;0;0
33138;1;32,99593986;83,64431506;14;64,92350885;44702,03521;2,4;49296,875;73,28519856;24,54873646;0;1;0;0;0;1;0;0;0;0;1;0
15296;3;27,0875351;5,38638666;2,6;39,01409989;27514,20231;1;26991,52542;34,7386172;37,0994941;0;0;1;0;0;0;0;0;0;0;0;0
34185;3;21,27599262;5,40887786;2,04;30,79463116;76369,96744;1;88860,54422;2,37812128;19,73840666;0;1;0;0;0;0;0;0;0;0;0;1
8950;3;16,7099336;6,88703612;2,1;35,94311185;38155,56536;1;48404,97738;19,86475063;24,80980558;0;0;0;0;1;0;0;0;0;0;0;1
50921;5;39,18177126;57,81951652;4,557142857;40,10984702;43926,5902;1;33083,33333;67,22689076;59,3837535;0;1;0;0;0;1;1;0;0;0;0;1
38270;3;45,05209744;81,91414142;9,666666667;52,22837587;62753,52873;2,2;45889,12134;59,15627996;24,64046021;0;1;1;1;0;1;0;0;0;0;0;0
35657;5;20,42142642;5,5119215;2,41;34,94029149;46685,95388;1;29054,05405;16,66666667;11,48989899;0;0;0;0;0;0;0;0;0;0;0;1
38447;1;22,04205466;80,70259548;20,28571429;59,2551099;65444,79083;2;49881,88976;87,56756757;24,32432432;0;0;0;0;1;0;0;0;0;0;0;0
1164;1;14,36078056;68,96102376;4,9;33,36222982;31167,69886;2,4;42090,90909;77,69784173;22,48201439;0;0;0;0;0;0;0;0;0;0;0;0
4498;1;39,9270671;45,94679862;6,666666667;42,35846112;43338,13413;2,2;45520,83333;81,17647059;29,07563025;1;0;0;0;0;0;0;0;0;0;1;1
48102;4;21,2775204;76,5062361;8,25;56,34531069;30973,87686;3;32397,66082;78,64768683;37,72241993;0;0;0;0;0;0;0;0;0;0;0;0
20063;4;75,6621191;89,24395066;13,75;53,789698;109850,1706;4,6;104624,2775;98,54111406;37,00265252;1;0;0;0;1;0;0;0;0;0;0;0
16531;5;19,78344094;55,92368588;7,928571429;46,34796866;47558,87033;2;45457,74648;43,68308351;18,2012848;0;1;0;0;0;0;0;0;0;0;0;1
54089;3;14,68738544;67,5214265;3,38;56,33840279;16129,65753;1,6;45573,77049;71,34831461;21,12359551;0;0;0;0;0;0;0;1;0;0;0;0
44498;3;24,6576931;68,81434846;9;45,36672957;7220,814002;1;20212,76596;34,25605536;31,14186851;0;0;0;0;0;0;1;0;0;0;0;0
47416;2;57,00388756;90,14203278;10,92857143;56,94449304;49271,15205;2,8;62977,09924;94,03508772;44,56140351;0;1;0;0;0;0;0;0;0;0;1;1
48258;3;43,92166862;66,38925736;3,75;43,33879559;14939,66634;2,6;28625;51,45631068;32,36245955;0;0;1;0;0;0;0;0;0;0;1;0
13118;2;31,46131008;82,06892578;4,985714286;45,3147581;19547,62331;1,4;29400;55,17241379;32,75862069;0;0;0;0;1;0;0;0;0;0;0;0
42955;3;27,60513818;87,33205456;9,6;51,45078705;66078,97969;3;53431,37255;75,88555858;22,47956403;0;0;0;0;0;0;0;0;0;0;0;0
20778;3;19,40320074;45,54998932;6,035714286;35,60887754;17442,38014;1,6;25437,5;45,43610548;34,48275862;0;0;0;0;0;0;1;0;0;0;0;0
18507;4;43,67862466;84,85241808;9,571428571;57,96839933;35098,06286;1,7;41325,30121;85,91549296;30,28169014;0;0;0;0;0;0;0;0;0;0;1;0
57411;4;35,55202218;89,93695888;6,2;39,95621054;44719,3902;2;51655,62914;84,55377574;38,21510297;0;1;0;0;0;0;0;0;0;0;0;0
24192;4;34,78100838;83,02379788;2,85;48,91037247;49047,64328;2;56879,84496;88,32951945;41,64759725;0;0;1;0;0;0;0;0;0;0;0;0
20245;1;67,91461932;84,29856484;5,7;39,46468575;50886,43829;3;38715,59633;86,62790698;31,97674419;0;1;0;0;0;0;0;0;0;0;0;1
57598;1;13,85817768;84,0560566;14;63,11176136;27238,10196;1;33707,48299;92,66467066;15,41916168;0;0;1;0;0;0;0;0;0;0;0;0
5787;2;17,71280252;89,98033168;8;70,95165197;134189,5452;2,6;65160,77899;67,54059871;26,86362747;0;0;0;0;0;0;1;0;0;0;0;0
40191;2;64,87098034;96,05906052;7,25;40,36884539;44004,76382;2,6;88035,71429;89,49308756;33,82488479;0;1;0;0;0;0;0;0;0;0;0;1
45059;2;40,18402136;86,80574964;10,5;44,41211438;64387,85244;3,6;54779,41177;81,49606299;43,93700787;0;1;0;0;0;1;1;0;0;0;0;0
53628;4;88,5082408;86,36399806;6,5;41,18111904;112309,559;3,4;87797,61905;79,23497268;56,96721311;0;1;0;0;0;0;0;0;0;0;0;0
4490;1;32,07885305;85,12544803;11,9;54,74576271;33762,8866;2,54121864;33762,8866;85,12544803;32,07885305;0;0;1;0;0;1;0;0;0;0;0;1
51082;4;32,16754078;91,89173538;20,23216783;62,58319345;90836,57878;2,6;70801,52672;87,80487805;51,62601626;0;1;0;0;0;0;0;0;0;0;1;0
48838;3;29,60786362;84,86488988;14,6;65,35209439;62279,76654;2,6;57530,73771;93,88954172;30,19976498;0;0;0;1;1;0;1;0;0;0;0;0
38482;3;22,0250666;5,1152212;2,15;35,05070174;54607,94533;1;89897,26027;27,67857143;25,78125;0;0;0;0;0;0;0;1;0;1;0;0
32383;1;31,06312292;81,06312292;7,6;55,25806452;43181,81818;2,43355482;43181,81818;81,06312292;31,06312292;0;0;0;0;0;0;1;0;0;0;0;0
36492;4;19,7860852;83,05147798;11,66666667;56,35865691;63350,36746;1,6;101113,3603;77,54010695;31,65775401;0;0;0;0;1;0;0;0;0;0;0;0
51625;4;28,16733296;83,4554603;5,421428572;46,26418811;56759,8989;1,6;49466,58098;66,89333333;24,01333333;0;0;1;0;1;0;0;0;0;0;0;0
26340;4;40,7698799;75,65861978;10;54,95227159;35801,74049;2,3;51923,07692;76,64473684;45,39473684;0;0;0;0;1;0;1;0;0;0;0;0
45840;1;33,18460958;73,18294496;11,6;49,34091241;30599,43877;2;41607,14286;86,56069364;37,13872832;0;0;1;1;1;1;1;1;0;0;0;0
12751;2;49,57134182;83,5973198;6,057142857;39,99518882;73047,47933;3;71178,90995;79,32598833;46,2734932;0;0;0;0;0;0;0;0;0;0;0;1
46639;2;26,48338844;85,63789796;15,5;53,61429512;35592,41577;2,6;36523,4375;51,68316832;20,99009901;0;0;0;0;0;0;0;0;0;0;0;0
48371;5;25,81165752;5,04827272;1,73;31,32879282;41062,07923;1;38360,65574;7,56048387;36,49193548;0;0;0;0;0;1;0;0;0;0;0;1
23262;1;29,22227824;68,76382706;3,7;51,99004017;55428,09096;3;46907,89474;76,56529517;26,56529517;0;1;0;1;0;0;1;0;0;0;0;0
17496;2;57,56568012;83,859805;7,5;50,06160153;124301,9641;4,1;43632,07547;75,26501767;25,26501767;0;1;0;0;0;0;1;0;0;0;0;0
10834;3;36,18239912;94,33913244;3,725;72,53656543;37428,31642;2,2;44423,07692;76,95924765;16,92789969;0;0;1;0;0;0;1;0;0;0;0;0
52996;3;21,77746994;62,65490708;5,775;40,0257046;37029,34999;1,6;56503,37838;53,77008653;41,65636588;0;0;0;0;0;0;0;0;0;0;1;1
40102;4;16,25641414;88,8775892;14,16;62,53042724;106742,474;2,5;79687,5;86,64799253;36,22782446;0;0;0;0;0;0;0;0;0;0;0;0
51003;3;15,5755411;29,50903166;3,67027027;25,43146701;19292,81815;1;30042,73504;18,9119171;16,83937824;0;0;0;0;0;0;0;0;0;0;0;0
10753;2;37,26015492;83,683945;7,428571429;64,23746909;49449,13898;2;41151,68539;86,5248227;33,33333333;0;1;0;0;1;0;0;0;0;0;0;0
9350;2;15,0572567;85,23918832;13,625;72,41029498;81605,21205;1,4;25272,72727;32,97413793;17,52873563;0;0;0;0;0;0;1;0;0;0;1;0
20249;1;63,30569296;79,05091004;11,66666667;56,79968617;33753,11222;3,3;34183,67347;88,75598086;31,10047847;0;1;0;0;0;0;1;0;0;0;0;0
49001;3;14,3222675;78,0752507;8,291666667;49,90402282;57898,62251;1;48877,95276;52,5170068;21,49659864;0;0;0;0;1;0;0;0;0;0;0;0
26023;5;30,98882282;94,08447126;5,8;40,18673733;100502,4161;3;72844,82759;80,2259887;23,35216573;0;0;0;0;0;0;0;0;0;0;0;0
38204;4;13,29923274;55,24296675;6,7;48,87387387;32752,80899;2,01662404;32752,80899;55,24296675;13,29923274;0;1;0;0;0;0;0;0;0;0;0;0
29545;2;21,56649614;87,40386918;12,65;70,29185799;82545,01617;2;59918,47826;87,15365239;33,24937028;0;0;0;0;0;0;0;0;0;0;0;0
7520;1;93,47503232;79,32249634;7,5;37,04736624;52936,93985;3,8;28680,55556;80,08385744;31,86582809;0;0;0;0;1;0;1;0;0;0;0;1
52545;2;21,56649614;87,40386918;19,6;67,26219108;79937,07704;2;71178,90995;79,32598833;46,2734932;0;0;0;0;0;0;0;0;0;0;0;0
13081;1;34,16520672;70,43036908;7,083333333;42,79788623;37020,828;2;49141,22137;80,32955716;30,17507724;0;0;0;0;0;0;0;0;0;0;0;0
48449;1;15,43704486;85,64357182;20,5;74,32885828;71209,32278;2,6;44435,48387;86,90647482;32,94964029;0;0;0;0;0;0;1;0;0;0;0;0
48927;2;48,11790446;89,50664192;18,9;53,57932484;57012,27264;3,6;58459,2145;64,31852986;28,0245023;0;1;0;0;0;1;0;0;0;0;0;1
22181;4;67,21375806;86,2401297;6,4;41,28721917;76538,27021;3;75833,33333;90,45936396;42,28504122;0;0;0;0;0;0;0;0;0;0;1;1
46428;4;33,0993149;77,84451108;4,31;50,96403066;32502,42878;3;35436,8932;65,86715867;38,37638376;0;0;0;1;0;0;0;0;0;0;1;0
35969;3;15,30443206;89,2779453;7,8;73,6056666;26655,51315;1,3;24740,93264;74,11347518;7,68321513;0;0;1;0;0;0;0;0;0;0;0;0
29011;2;31,8878178;69,13844314;10,58333333;43,90594192;74078,63699;1;81307,33945;81,11298482;47,38617201;0;0;0;0;0;0;0;0;0;0;0;0
43780;4;53,81843894;68,36892202;3,294285714;32,33320902;54090,65898;2;50799,41861;82,5477707;67,77070064;0;0;0;0;0;1;0;0;0;0;0;0
14482;2;38,68392874;88,5412521;16,6;50,50528497;43059,91368;3;33513,51351;61,75637394;22,66288952;0;1;0;0;0;0;0;0;0;0;0;0
16724;4;25,17192306;91,26239684;11;48,64082153;65594,73106;1,4;71289,75265;94,68864469;28,47985348;0;1;0;0;1;1;1;0;0;0;0;0
47969;3;32,22650002;32,16743184;2,84;52,990629;10295,06637;1,6;21063,82979;38,93510815;39,43427621;0;0;0;0;1;0;1;0;0;0;0;0
31998;4;17,74413654;5,3837549;4,4;53,57343439;36605,90715;1;66373,23944;71,8464351;32,3583181;0;0;0;0;0;0;0;0;0;0;0;0
52497;4;34,51431954;5,76420418;3,145454546;31,65088767;26362,01323;1;38318,58407;21,51898734;24,20886076;0;1;1;1;0;0;0;0;0;0;0;0
6775;5;24,96429816;79,29471346;7,573863636;49,86244847;41147,67677;1,4;48701,92308;47,97441365;20,68230277;0;0;0;0;0;0;1;0;0;0;0;1
10338;4;32,3848899;91,29839514;14,83333333;62,14966522;38526,04614;2,5;51041,66667;88,33063209;35,65640194;0;1;0;0;0;0;0;0;0;0;0;1
27351;4;71,75837146;75,00412078;10,8;46,2131632;37081,1897;3,1;47341,77215;66,83168317;40,84158416;0;1;0;0;0;0;0;0;0;0;0;0
40997;2;29,55779962;78,39315046;4,9;45,83058858;30000,1777;1,6;41127,45098;35,91087811;27,52293578;0;0;1;0;0;0;0;0;0;0;0;0
16897;4;26,87982272;84,41949934;10,5;46,2548511;80589,81766;2,7;64105,50459;92,23985891;25,74955908;0;0;0;0;0;0;0;0;0;0;0;0
29923;4;14,48171792;92,28174592;14,75;74,71581781;54568,79591;2,2;57112,06897;72,96416938;24,42996743;0;0;0;1;0;1;1;0;0;0;1;0
43626;1;15,87670632;91,06681902;15,6;55,70577854;46290,22154;3,3;44868,42105;70,71742313;27,23279649;0;0;0;0;0;0;0;0;0;0;0;0
26732;5;26,85729552;4,875158;1,85;37,2490879;43777,39086;1;54193,03798;6,24092888;33,67198839;0;0;0;0;0;0;0;0;0;0;0;0
7603;2;39,36465562;83,44674286;13,43181818;58,83856833;50273,87319;2,6;37710,56662;77,33333333;36,44444444;0;0;0;1;0;0;0;0;0;0;0;0
